Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[324 Pearl St Unit 4C](https://www.apartments.com/324-pearl-st-new-york-ny-unit-4c/ysldm6r/),213-285-0374,"[324 Pearl St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/324+Pearl+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)",,"$2,448",,,Cats Allowed,,,Street,,* Kitchen Facilities,,"* Air Conditioning
* Smoke Free",* Hardwood Floors,12 Month,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 324 Pearl St](https://images1.apartments.com/i2/vgSF3DPHq07XdMhY_SVQC5h9zsOZ7VzJLJ9rRAtK90o/111/324-pearl-st-unit-4c-new-york-ny-primary-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/tSFQ_LudbsiOtFHDtsyPrUM3C-3o2EyCVg0w1Ays6Wk/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/L6qJI2kZV6p_FWQEGZYtgGDs668H1iNR6dgvNpMONi0/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/iWKAiozFaAQty9qMtDvRbqaZzg9WsPmNcSKrPp4VE0c/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/bTA2DkjMC6fO6n0BPwGFXTOvkm3ZKrA4nhugvXkKHhY/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/axPmCC3NgGc4zzvxEd3OEJPXrq6QvUXVHyW7TRsz96g/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/lhYt66P9SmHtjgkt7uzLSs2443z-nOGXsnbPbN3Ck-k/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/1lyHz6fave4EHLjKJp0z8HsnyHc0_Pb9p8zjgDOcWf4/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/sR0y31RphKmlVYiPrBt8SpsfqQUd4ucwQyc_aqzhGDY/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/FQMK30DbtpruqjKZkWEy5zkg-vkrf2L6Bvx2NmsJCxo/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ![Building Photo - 324 Pearl St](https://images1.apartments.com/i2/vuSGE21KqhxsRVXJ7Tsfoojcm-dAsy-XIKO1uGr6lb0/117/324-pearl-st-unit-4c-new-york-ny-building-photo.jpg) ,
[402 E 69th St Unit 5](https://www.apartments.com/402-e-69th-st-new-york-ny-unit-5/hj90e41/),844-801-8472,"[402 E 69th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/402+E+69th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)",,"$4,300",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,"* Hardwood Floors
* Dining Room",12 Months,,,,* Gated Entry,![Primary Photo - 402 E 69th St](https://images1.apartments.com/i2/Il6RI5jjNz1d_BcsRFJxueI134P1wJcufBd8IjfKnG4/111/402-e-69th-st-unit-5-new-york-ny-primary-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/qq07ZTr4cJciSM3dqEoGx_ePrOd-aqPmxdzQ4pupzaM/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/K41MajEarMNbCKJbx73s25G01qa9DVyQeFmUw26Qvvc/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/VoClE47e1Qg0dsaLS9e8tXYzcb6XVfYPsFzSfSbYa7E/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/sYjaiGp_m3nMHsq2KFVdU_wCPSM_lb763fMLe5lHfvc/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/EYkZPQ6jO_ZRQtYv-vQbW8bOKkyig51JTFWay2StsYg/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/VKbo6ttq0LbAMTBLK4F2DqId_8q5vCym0XywwpXULCo/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/xbHssagBmK63ZGvb5REttTrxDz8qcUxSN5JgaSG0xbA/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/3z-iPwu9LrxzBZgceQzEdxg1tRMGN8eQgKRXYYWNa1A/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/5bVWk0TAV42faWG81eag-InSP3diZkugvnTD21eE2B4/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/HYFs-_0npEy1QVAVP2AzHdGk0-Xtdy8473x029IRQas/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/kTAb0sZGqcGm2mmp7KMgHX_k5Grgwu1yKHZzybrQOus/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/8kavEvxvK6ApJpERTg6dBFRcgfDY9M3uby6ZYUmmIHo/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/LC5twdjkX5tBklwIfikkPaGClI2LmRZATTCgAmsWIAQ/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/d8xuIio0nSwDIRBEUjGVeJBp-tzQAYGdal-BOLwn0q0/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/ZwNqZ-nyw5eyMN3InT_-LJrlA7CT6oOI2iYbKwQ-XPU/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/lP8iGCxABJFiY3FaqeXLLZ2k9FLnaBKwTDOUtnujW4o/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 402 E 69th St](https://images1.apartments.com/i2/J7gITc1vi52T3kIjM7uXW3tGkEpFCFZkqkzUcebA1As/117/402-e-69th-st-unit-5-new-york-ny-building-photo.jpg) ,
[130 W 131st St Unit 4](https://www.apartments.com/130-w-131st-st-new-york-ny-unit-4/4tc5vqj/),,"[130 W 131st St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/130+W+131st+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)",,"$2,700",,,,,,Street,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities",,"* Washer/Dryer
* Air Conditioning
* Ceiling Fans",,3 Month,,,,,![Living room - 130 W 131st St](https://images1.apartments.com/i2/afm5cF6UpWMrKlWHMmYZ5rWEtQHUEfvjBwy7lqZmjJU/111/130-w-131st-st-unit-4-new-york-ny-living-room.jpg) ![Master Bedroom - 130 W 131st St](https://images1.apartments.com/i2/Ko8MXc6pyss3bFMYDIMD0Xl8r424NLU6uc-IS9xSm78/117/130-w-131st-st-unit-4-new-york-ny-master-bedroom.jpg) ![Kitchen w/dishwasher - 130 W 131st St](https://images1.apartments.com/i2/ITraNolcK_IEc-Pxs-511wl697jeUyHKd-Z-uXby5GM/117/130-w-131st-st-unit-4-new-york-ny-kitchen-wdishwasher.jpg) ![Bathroom w/washer & dryer - 130 W 131st St](https://images1.apartments.com/i2/haM7lkjGVTn2QRuKMd1jZJBJjwGcqdjeTv2-Emar5go/117/130-w-131st-st-unit-4-new-york-ny-bathroom-wwasher-dryer.jpg) ,
[171 Spring St Unit 25](https://www.apartments.com/171-spring-st-new-york-ny-unit-25/jxtv124/),844-816-2756,"[171 Spring St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/171+Spring+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)",1 Sq Ft,"$3,095",,,Dogs and Cats Allowed,,,,,,,,,12 Months,,,,,![Primary Photo - 171 Spring St](https://images1.apartments.com/i2/y1m6Sisp6en51EfU7Z7Sgv6SZdK9geFVjNoY0wZM8FQ/111/171-spring-st-unit-25-new-york-ny-primary-photo.jpg) ![Building Photo - 171 Spring St](https://images1.apartments.com/i2/zBBlmoJbJxGT-LdCawUsYI-DoOU6GKGM7SUeTCOR-H8/117/171-spring-st-unit-25-new-york-ny-building-photo.jpg) ![Building Photo - 171 Spring St](https://images1.apartments.com/i2/vF-PjnjttxrUt2ORQqQlxUfTrMqOzB-9jnk79jFE-rE/117/171-spring-st-unit-25-new-york-ny-building-photo.jpg) ![Building Photo - 171 Spring St](https://images1.apartments.com/i2/x_ikIDRVbrXOdGF5-I2By6MZFYHBYTH0Ww-78CblDNQ/117/171-spring-st-unit-25-new-york-ny-building-photo.jpg) ![Building Photo - 171 Spring St](https://images1.apartments.com/i2/eNCxIcb-VAMr9pOtCwrVODfa8q5QkVodN23xjKOCujs/117/171-spring-st-unit-25-new-york-ny-building-photo.jpg) ![Building Photo - 171 Spring St](https://images1.apartments.com/i2/0dk2P8Uh3cTQ7Le93csa7fgcVWJIMM2SB7oh6RkNrF4/117/171-spring-st-unit-25-new-york-ny-building-photo.jpg) ,
[180 Thompson St Unit 3](https://www.apartments.com/180-thompson-st-new-york-ny-unit-3/djtx1xk/),,"[180 Thompson St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/180+Thompson+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)",698 Sq Ft,"$2,995",,,Dogs and Cats Allowed,,,,,,,,,12 Months,,,,,![Primary Photo - 180 Thompson St](https://images1.apartments.com/i2/YbXHSguZSFQmTnTfEpGrS1SKxoBj3bMKbfp5dWhtQH8/111/180-thompson-st-unit-3-new-york-ny-primary-photo.jpg) ![Building Photo - 180 Thompson St](https://images1.apartments.com/i2/fRzfeqvveDdl4hURqgHNP3KW_ff8DLbsp53CL-TFyt8/117/180-thompson-st-unit-3-new-york-ny-building-photo.jpg) ![Building Photo - 180 Thompson St](https://images1.apartments.com/i2/w0zPY3ni8W4ks4RiX7Nkcho-Dm72eH1Hxt9ItEBBhuo/117/180-thompson-st-unit-3-new-york-ny-building-photo.jpg) ![Building Photo - 180 Thompson St](https://images1.apartments.com/i2/UoCXJ4MaK-I6Ik1PWRBuBwpgFrQere0NgF_IToTnuIY/117/180-thompson-st-unit-3-new-york-ny-building-photo.jpg) ,
[110 St Marks Pl Unit 3E](https://www.apartments.com/110-st-marks-pl-new-york-ny-unit-3e/gdnt8nx/),929-382-7806,"[110 St Marks Pl, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/110+St+Marks+Pl,+New+York,+NY+10009/data=!4m2!4m1!3e2)",,"$2,695",,,Dogs and Cats Allowed,,,Street,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 110 St Marks Pl](https://images1.apartments.com/i2/jtRL-I1Tl5lgsYeWC2LT87naN7iqmT60MCgNgrd6Hwc/111/110-st-marks-pl-unit-3e-new-york-ny-primary-photo.jpg) ![Building Photo - 110 St Marks Pl](https://images1.apartments.com/i2/dYxDVj3z1il0DijGfm85MQTjWu2f63jAXe3x39iyLyU/117/110-st-marks-pl-unit-3e-new-york-ny-building-photo.jpg) ![Building Photo - 110 St Marks Pl](https://images1.apartments.com/i2/zf7fy1B7XUohKdXLInRSmLuvSUkYkT_qXK4e7VXQUNs/117/110-st-marks-pl-unit-3e-new-york-ny-building-photo.jpg) ![Building Photo - 110 St Marks Pl](https://images1.apartments.com/i2/dsVUHaKVTZVHlJsOUW0nSMJ5zzMZtsNdvnQ2Q63iSJ8/117/110-st-marks-pl-unit-3e-new-york-ny-building-photo.jpg) ,
[63 Pitt St Unit 1](https://www.apartments.com/63-pitt-st-new-york-ny-unit-1/6dtmf8v/),929-484-4004,"[63 Pitt St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/63+Pitt+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)",,"$3,800",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,,,,* Gated Entry,![kit - 63 Pitt St](https://images1.apartments.com/i2/YMjng9_npt7vEcX7X0iNf4wps96NsGlEf-wq1ubSzD8/111/63-pitt-st-unit-1-new-york-ny-kit.jpg) ![bed - 63 Pitt St](https://images1.apartments.com/i2/XiiCp6-SZ8I3s9aUgLiJmOJ2EVIZMygqgBbgVGpUWzk/117/63-pitt-st-unit-1-new-york-ny-bed.jpg) ![room - 63 Pitt St](https://images1.apartments.com/i2/auWt1yYX2mAtsrlVP6ghmDXrpz1CF9UxCNYr_LST2ds/117/63-pitt-st-unit-1-new-york-ny-room.jpg) ![full bath - 63 Pitt St](https://images1.apartments.com/i2/B_Jb8Bk9jCmIQVBdOCTVW3uQVUTZAtbQ90RKJQetz6U/117/63-pitt-st-unit-1-new-york-ny-full-bath.jpg) ![half bath - 63 Pitt St](https://images1.apartments.com/i2/31XAlQmIOrxrYrZt6B3uIYL0Oj0trJWIEgHv0rXn8uY/117/63-pitt-st-unit-1-new-york-ny-half-bath.jpg) ![ceils - 63 Pitt St](https://images1.apartments.com/i2/FzQAgBqheXHqwZuihZ9dJiZZGcNjkvlgD96EqXKb1ok/117/63-pitt-st-unit-1-new-york-ny-ceils.jpg) ![storage - 63 Pitt St](https://images1.apartments.com/i2/fSbo2gr_RexDOVimi3oMkOibCyubEVxb7mCytRsN-e8/117/63-pitt-st-unit-1-new-york-ny-storage.jpg) ![lr - 63 Pitt St](https://images1.apartments.com/i2/KARJluFKNhisODs241udAOjCFiDWgY7_N_5PuLIff_E/117/63-pitt-st-unit-1-new-york-ny-lr.jpg) ![kit 2 - 63 Pitt St](https://images1.apartments.com/i2/mDzU4Yf7cc-BXx93SJcrrM4-lkNvtxFMuXE9AJKThf4/117/63-pitt-st-unit-1-new-york-ny-kit-2.jpg) ,
[686 W 204th St Unit 1B](https://www.apartments.com/686-w-204th-st-new-york-ny-unit-1b/jfzl1z4/),,"[686 W 204th St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/686+W+204th+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)",600 Sq Ft,"$1,875",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities
* Microwave",,* Ceiling Fans,* Dining Room,12 Months,* Laundry Facilities,,* Elevator,,![Primary Photo - 686 W 204th St](https://images1.apartments.com/i2/lUUA6bCB4eWjU-Nfr8nhqqkJ6XZiDkl5docnQUbASiM/111/686-w-204th-st-unit-1b-new-york-ny-primary-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/GRIBdX-9CwJ9ulBHXLXGRzGZ88Zzhh0EDpHHiPo4QDQ/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/kbcXRxvMtD3Ry9Z3TbfxEV4dwltyfX1H9-ZQqJsqsL0/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/YCLc6ukPOl2gAbXMj1TKOwXyLn55xF8og7C6GjSDxL4/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/-2iVaLbJv-tukk8Ogf1C8DFTpE8SOQY6myxT5N4Agnk/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/9GMb9pD0xTZWQkMgcg5ouGK8PpxvzuEUebUzS3JZ7H4/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/CAt0iKIqrgQ3wTstXOpZqvujxAlQxEEhUZprR8v1tNQ/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/7QyFI6te3G_obpgkKZxGpdnV5OAxtTz1tX6ENAGY56E/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/AfFkKyV-UIpeZTq8QUlUhlCuCFlwzUppS8CV_EKqVNU/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ![Building Photo - 686 W 204th St](https://images1.apartments.com/i2/hUAlsmvvH827XqQlR0u_Q7ga4eRWTuhYOMdKbFiAXds/117/686-w-204th-st-unit-1b-new-york-ny-building-photo.jpg) ,
[85-50 Forest Pkwy Unit D](https://www.apartments.com/85-50-forest-pkwy-new-york-ny-unit-d/91p69l7/),929-484-4512,"[85-50 Forest Pkwy, New York, NY 11421](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/85-50+Forest+Pkwy,+New+York,+NY+11421/data=!4m2!4m1!3e2)",630 Sq Ft,"$1,725",,,Dogs and Cats Allowed,,,,,,,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,,![Primary Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/Ai8GAFGoogm75NjkriVRK_r45O_gQKtFrSGgnONBaJ8/111/85-50-forest-pkwy-unit-d-new-york-ny-primary-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/8j_XxGzK5lO4OoT-O8cOOIVruroEJG4V5lfE98nEF0g/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/csqNw8jn0CooqKJj69SHxhCH7rtT8Ex1PlI_BzC3Kyc/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/fW_z2fgUHyhSXXetYTGzAnnJQD9t6nocLCAm1-A9yGY/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/fCmNYC-bcYSNGDlfSgvKitxnXkZ7Vmg-4Gd3G8I5tFw/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/Pz7DYXbJ9sH-fDRdYKw3fHYq47dmaIOo2Z2544nBU34/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/gOm5_kUEL7qPjgKpiSdbLaxIeewhEu0vBPC8LGINhKc/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ![Building Photo - 85-50 Forest Pkwy](https://images1.apartments.com/i2/hHhWNMSwjqjKpr6eh-Ajb1-926CYtBD_VVijaxk98r4/117/85-50-forest-pkwy-unit-d-new-york-ny-building-photo.jpg) ,
[43-17 48th St Unit F](https://www.apartments.com/43-17-48th-st-new-york-ny-unit-f/6gcp2wr/),631-600-3001,"[43-17 48th St, New York, NY 11104](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/43-17+48th+St,+New+York,+NY+11104/data=!4m2!4m1!3e2)",,"$1,625",,,Cats Allowed,,,,,,,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,,![Primary Photo - 43-17 48th St](https://images1.apartments.com/i2/Hfy86yJ7MSekCX3VvNYH7OCuYhWXn1eP4ppIq9gNqao/111/43-17-48th-st-unit-f-new-york-ny-primary-photo.jpg) ![Building Photo - 43-17 48th St](https://images1.apartments.com/i2/epDW2dTtidn6oy-XuLPbPySci5bz2xhNPo3eaoTp6IE/117/43-17-48th-st-unit-f-new-york-ny-building-photo.jpg) ![Building Photo - 43-17 48th St](https://images1.apartments.com/i2/tJ0pU2t9kYdBP6pWjm0ynxEFYwZIS32UtlRMNihuYa8/117/43-17-48th-st-unit-f-new-york-ny-building-photo.jpg) ![Building Photo - 43-17 48th St](https://images1.apartments.com/i2/3uQcCQPRNDg3Dqj8d4hcUPB_pXY98a_R1VV512S7Lcw/117/43-17-48th-st-unit-f-new-york-ny-building-photo.jpg) ![Building Photo - 43-17 48th St](https://images1.apartments.com/i2/zSEgxHYc1I2yOVNxhPpuiVHxF6-O_qR5Ns7pQP3ifn8/117/43-17-48th-st-unit-f-new-york-ny-building-photo.jpg) ![Building Photo - 43-17 48th St](https://images1.apartments.com/i2/H9tl-DpkwnlGJMyatu0DAs0iQIwNZc60neonmmy_ejQ/117/43-17-48th-st-unit-f-new-york-ny-building-photo.jpg) ,
[210 W 94th St Unit 6 k](https://www.apartments.com/210-w-94th-st-new-york-ny-unit-6-k/g14wphx/),,"[210 W 94th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/210+W+94th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)",1 Sq Ft,"$2,900",,,,,,,,,,,,12 Months,,,* Elevator,* Gated Entry,![Primary Photo - 210 W 94th St](https://images1.apartments.com/i2/lNYls9MoXCQRjkotGkZUDheOwIby-XJ3BOnxk_OylNI/111/210-w-94th-st-unit-6-k-new-york-ny-primary-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/Az4DNgfVYXtOxrrg3R6YB8TA3l55XS2CtDkR0ySbk38/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/oOuUNGIOg-Hlc1VCIjCT1U_-HOsk49mkAXkHkS6SJU8/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/RRfMSP0kKnoyluOJa0_XSvys28yHo0GITuLiT_zgLKU/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/Stw3SRKJQ0sQSXpbwCiPsdg-gj62CAjuRT0A8b_Xv30/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/7dO5EY6a9kuNBauxn52cDeWWLc8V3_CsW76XjJh1hDc/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/CFitF7jDN41qoDTODkRwR2cDvZHuMx_mWas4sGGjC7o/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/bM7cQTDw8F8mltkF78LxvF2mx65mv7W9E7YH7GDL548/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/lVgXhDnRz30mLIGSMw4OJq_AY1nRerEcpHHQ_XuzKDA/117/210-w-94th-st-unit-6-k-new-york-ny-building-photo.jpg) ,
[124 Sherman Ave Unit 23](https://www.apartments.com/124-sherman-ave-new-york-ny-unit-23/y5m8ftv/),551-775-2201,"[124 Sherman Ave, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/124+Sherman+Ave,+New+York,+NY+10034/data=!4m2!4m1!3e2)",300 Sq Ft,"$1,550",,,No Pets Allowed,,,,,,,,* Hardwood Floors,12 Month,,,,,![Primary Photo - 124 Sherman Ave](https://images1.apartments.com/i2/wjVgR7uGR2wdiNuE9g870E4uFYaQSI0hy6GMRnO1BtI/111/124-sherman-ave-unit-23-new-york-ny-primary-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/1MhaPdBY7OSZJXOdC5NLqt_cd9L_EACSf6oB0c0pYV4/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/W3Y_emDvwQLTywoWi1BTs6D07_cIj__S_UgY7BOwVn0/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/Edh7lAsVQA7dgmb8gMv02AIN5r2MoZmfUKvnOi75k6U/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/Fx49LuG4HWVoITrdQyyebNOA95eK4_eA1YqWdoUZQsM/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/4osX-lc4p8jvYwDZxUlnjN_dStWZPNJ2ZCy_F0F17ng/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/f3Zm6L60TbJHKMacRMujhB77mKhlQM83H76yBv1L9ms/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/N0D7iRZJD6UDQVYGjpUKVC65lIdyplf15j562HnIjfA/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ![Building Photo - 124 Sherman Ave](https://images1.apartments.com/i2/dfSmNz87GyyZcMUdRef1u_BROENRXoPHmk_gVt2-kRM/117/124-sherman-ave-unit-23-new-york-ny-building-photo.jpg) ,
