Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
299 E 11th St Unit 3C,844-687-3652,"299 E 11th St, New York, NY 10003",,"$5,525",,,Dogs and Cats Allowed,,,,,,,,,12 Months,,,,,"['https://images1.apartments.com/i2/Wjg7j4dii5ByuMmhQGOpqT_wHCzSIDKXqDKqY29UN5Q/111/299-e-11th-st-unit-3c-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/ADp5Bjy8-YzL4eqCQXLHJIU1xbcFiSsll7qUcvC6nyg/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/LNamTPia3KTJpK8bQMpZ6QO9O1LN__egLwfd9TG4AZU/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/oXxUJ7hPYLQ1VimOlmrguKdGTrkzyCqzV5Vm2qLcSuA/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/MF72AUNOM6jfUbLEnZxIDmqMgP8ZpFjsVh_xjxsBIpk/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/5dJ1DEE5tKFfSnoM50M8Qgn09DMIeiE3d6jPOCghsTk/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/I4Pl9WxVqFzTVlMNR2SlVozAS8E2UkKpV26uCoobJvo/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/_I_uM9_ZVacaHnVT8SZzmNRvnjkEg4EjzNkgR_Tq5WE/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/C9uczCYtU-URCNoBG4RUt4yE1ov7Q14AlqzBcZcEyYM/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/TLP1R0qS3YcmOmdm1HA3u79UWEcu1d_5P1tT8Zx1p5A/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/vV7fLVGm1YQHtt0L4522Kz9EFbXbW14SdTGSVDVMeoM/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/mNrNRGlZchmdbMjywNiKR6P5FwLiCoi-kL3HNQog2_I/117/299-e-11th-st-unit-3c-new-york-ny-building-photo.jpg']",
402 W 148th St Unit 44,,"402 W 148th St, New York, NY 10031",,"$2,400",,,Dogs and Cats Allowed,,,,,* Kitchen,,,,12 Months,* Laundry Facilities,,* Elevator,,"['https://images1.apartments.com/i2/tPSukCDol4r0nGp4cw3z8yesRwSIG238gcoi25jeZ3E/111/402-w-148th-st-unit-44-new-york-ny-living-room.jpg', 'https://images1.apartments.com/i2/qolig3_02kTEityrz4yBZ93AMsg2vhDlrjmwzoziA5I/117/402-w-148th-st-unit-44-new-york-ny-bedroom-1.jpg', 'https://images1.apartments.com/i2/ic7jy-JlAfVlBRZGMhQ9L1HTGjY-2KR7Hu62IvhQPVs/117/402-w-148th-st-unit-44-new-york-ny-bedroom-2.jpg', 'https://images1.apartments.com/i2/8k8M5cqgYfY_nn6vLMge_roaePmcmJa8VeFf78pTXV4/117/402-w-148th-st-unit-44-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/cxJDEg1B46Bhqk3oVoOq81ps9FwFRGn13Iy16b99zOM/117/402-w-148th-st-unit-44-new-york-ny-bathroom.jpg']",
610 W 143rd St Unit 3D,,"610 W 143rd St, New York, NY 10031",,"$2,600",,,No Pets Allowed,,,,,"* Stainless Steel Appliances
* Kitchen",,,,12 Months,* Laundry Facilities,,* Elevator,,"['https://images1.apartments.com/i2/wxqP-BfooZcpj2NtHI3V-5miq_-VM5FpI78IaAmixpE/111/610-w-143rd-st-unit-3d-new-york-ny-living-room.jpg', 'https://images1.apartments.com/i2/YkRWopF6oZwSr-V85NiRhylRoYXkIz4J7SSiv72-_Ag/117/610-w-143rd-st-unit-3d-new-york-ny-bathroom.jpg', 'https://images1.apartments.com/i2/VFa6kWx7Xb78bDZv1rZ-oeinhMUYHi50jwSxfQp8opI/117/610-w-143rd-st-unit-3d-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/WBuXWDRbNwxTiVylQoWeIcq5MOfVyMgpL8ogBuJzMLc/117/610-w-143rd-st-unit-3d-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/H5D13EIEjcyJQvRZL5AIvRYpm3c7k5MLFc1zUvW8Eno/117/610-w-143rd-st-unit-3d-new-york-ny-bedroom-1.jpg', 'https://images1.apartments.com/i2/oE9UJi4ZdF1MFtZqJYyECS40thH4_EN7W3CbCx-T8r4/117/610-w-143rd-st-unit-3d-new-york-ny-bedroom-2.jpg']",
53 Hamilton Terrace Unit 36,,"53 Hamilton Terrace, New York, NY 10031",,"$3,500",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen
* Microwave",,,* Bay Window,12 Months,* Laundry Facilities,,* Elevator,,"['https://images1.apartments.com/i2/Z9D-2N_hoI12Y3wWE6lhKorXEtraeiwmEOGc04soc70/111/53-hamilton-terrace-unit-36-new-york-city-ny-bedroom-1.jpg', 'https://images1.apartments.com/i2/uQrHxjb0wITp_RGgKOGnnc41IjqtbdYa-tsrs79TyRc/117/53-hamilton-terrace-unit-36-new-york-city-ny-bedroom-2.jpg', 'https://images1.apartments.com/i2/-uO4HMskwaQ7h18Ma90asUy2DHe7HCg_2gv_xiSJVgs/117/53-hamilton-terrace-unit-36-new-york-city-ny-bathroom-1.jpg', 'https://images1.apartments.com/i2/K-Mwwo7zhO9-8WdNxMx7tQiD07sqiWPUzXnC0O2AoQQ/117/53-hamilton-terrace-unit-36-new-york-city-ny-bathroom-2.jpg', 'https://images1.apartments.com/i2/77y8OpQjfruWTV469T6HU-F2WivkW8AMlQ2Upp5pIN4/117/53-hamilton-terrace-unit-36-new-york-city-ny-bedroom-3.jpg', 'https://images1.apartments.com/i2/fGI6Hr_ZliyEbTlTeU6OZqXLX51S2gjTGpeRpe5K1YQ/117/53-hamilton-terrace-unit-36-new-york-city-ny-bedroom-4.jpg', 'https://images1.apartments.com/i2/gTvP2yfHQ37tIgJW7-aBqSAkd7AxAjrqggvXMV8OWSs/117/53-hamilton-terrace-unit-36-new-york-city-ny-kitchen.jpg', 'https://images1.apartments.com/i2/nfW4W-CTgHXUZPM6rLEvYNWI9RGrdQ9fjSWMTx710fw/117/53-hamilton-terrace-unit-36-new-york-city-ny-kitchen.jpg', 'https://images1.apartments.com/i2/Bq4gWOLeGAWJmWdU-ciTke0_FZB78AtPDFfRwLOlSzo/117/53-hamilton-terrace-unit-36-new-york-city-ny-living-room.jpg', 'https://images1.apartments.com/i2/kh1-sffYYWAqfDsSlTHQOUT5-TmZW7B2Uf8mH2b1bjw/117/53-hamilton-terrace-unit-36-new-york-city-ny-living-room.jpg']",
419 W 129th St Unit 30,,"419 W 129th St, New York, NY 10027",,"$3,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen",,,,12 Months,* Laundry Facilities,,* Elevator,,"['https://images1.apartments.com/i2/8kUJpPfsfuepTuTHj90_ThtKoKBwmO3Mp7IW88rluFM/111/419-w-129th-st-unit-30-new-york-ny-living-room.jpg', 'https://images1.apartments.com/i2/JzjXox1qGRzOV_NDYcuYWxT3ynxD7OyEfXMR9Zkhtno/117/419-w-129th-st-unit-30-new-york-ny-living-room.jpg', 'https://images1.apartments.com/i2/v0hrNK7yqhq5Wor3C21Ie1bvBHOx3hgTOLtRYbIO_HM/117/419-w-129th-st-unit-30-new-york-ny-bedroom-1.jpg', 'https://images1.apartments.com/i2/X0yPKY-RAZVyW8QbBUbHEAmUnNPcMkmOIFSjIQmIKZw/117/419-w-129th-st-unit-30-new-york-ny-bathroom.jpg', 'https://images1.apartments.com/i2/_zZDgpq68CniD-23GmBBWAvrJez58ePCeuhpqw06Z6g/117/419-w-129th-st-unit-30-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/UU6yt19Rx8KdF9OX1wR8SfBKuwYd3gz21RLNtJMmeok/117/419-w-129th-st-unit-30-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/ahMHL3JGFLTh-72z1FXIWO2MvOJ0siukkG30nWMUZxI/117/419-w-129th-st-unit-30-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/-4BR-P7DLJ7gkyIVyww5nRFEMPMtod7HvlJePzRykos/117/419-w-129th-st-unit-30-new-york-ny-bedroom2.jpg', 'https://images1.apartments.com/i2/TmE6O58D4rmAdorGTMPtQhVgTOPtpIPcK2DZKwjwQNU/117/419-w-129th-st-unit-30-new-york-ny-bedroom3.jpg']",
647 W 172nd St Unit 1BR31,929-473-1018,"647 W 172nd St, New York, NY 10032",,"$1,995",,,,,,,,"* Stainless Steel Appliances
* Eat-in Kitchen
* Kitchen",,,,12 Months,,,,,"['https://images1.apartments.com/i2/fjU-Y-DplMkMBcOWTy5xXMtFcNpxI6p6DKer47mPCi8/111/647-w-172nd-st-unit-1br31-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/70lSymqlNeQ50YDYJzww3YDh8rgdIOun0BtjoJboAHA/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/FOSV4oATVSCUsaXYPuavJ0V9gTdFSQfH7wtK9XJskJ0/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/8pnoBAoPT4DleuIKLiwoY2wdG9hPGLsfkWAuWnAJp6I/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ZbGso1OFfBsXJHkj8wA2qTy_FGAtMTGtZjUc5Rdp8tI/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/346C3hwLgEnXEtbrfyC1DasLH50uE9Vh3g5gpDRisok/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/U21KoVBVT5YbqY0QCMCHu7EBZZg93aCm_Z9YWwKmE9s/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/X0qypvDsj4UXSZJv84ieWe-4r9_4UYiyWF95Xw3fEIA/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/iZcA148wQm_cgXS1dMPyNYjW9T81O6cTrvVYxe7X9Po/117/647-w-172nd-st-unit-1br31-new-york-ny-building-photo.jpg']",
336 E 30th St Unit 1R3BR,929-484-0597,"336 E 30th St, New York, NY 10016",,"$6,200",,,,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen",,,,12 Months,,,,,"['https://images1.apartments.com/i2/DuzEWKgYHJ5zGx_CzThSv_B7Ue2PTZmTzpykGAt6ZIc/111/336-e-30th-st-unit-1r3br-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/OdnR5IBjB41AWgqTOMQIs91H3mPRsHjkmRLQA3zxSCs/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/rXKv_akdJg-k0mnsCiPFo2ekCJFOF-XdjrilA5FBjmw/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/VMCY8rZ_6CcibzH5sXoH_JFI8iEWWgP5E6UgHupwDQA/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/qrqXfaeKZHusUIaiUQzwpCDCzfE2x4e4tHMC0R0RYDE/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Fwp2lx_EqP3MNj9KzUI0AFaamOfgB-G9cMcz5Sj638A/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/khNHhNbKU_JJ49YFplcztTsMUhyZ4GTJ1XX_WCNA7M4/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/6BXfIL1OwHHWrMKxRsq3rYCZ7IAsljr1DZgcFtC11h8/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/lOAKGDOffwOLsVuNKiva2mXwyuYqIufq5xtu_oOnzBM/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Fc2ixwmUWbgSOUpmS2uVjEvzIO-wxqS5MGFRXqhIJ_w/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/uButr-ux5auOrKeTsxUm448s1vkBXbO5NNCTs7g1TAg/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/9aZJyPnamrs8VNGceBUbS3j3Swftkzextq0lD-CX6x0/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/mQiOVsEPLOT7lBLY_HwSsmhkc4gMCHaI5v8LMh_qkkE/117/336-e-30th-st-unit-1r3br-new-york-ny-building-photo.jpg']",
346 3rd Ave Unit 18c,929-379-4462,"346 3rd Ave, New York, NY 10010",,"$2,995",,,No Pets Allowed,,,,,"* Dishwasher
* Eat-in Kitchen
* Kitchen",,,,12 Months,* Laundry Facilities,,* Elevator,,"['https://images1.apartments.com/i2/407hKhAOTneQhiS5B2R_xBRGV0dgr5quU33w-uPiCrY/111/346-3rd-ave-unit-18c-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/pUIDxHOfqS1i-iPGNaKnWRaUoTJGvR0OWtMguPA9ydw/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/HPFToG2YSojbyWBCFZ2KyAklhz-4WvBSbUwqjfw7l_o/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/B-neGovNNG9z8ahDUK6A0FqE5iW4z2bz2TC3Yj0ELLY/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/yp87qVJDwXRoDhXaADtg3cx7r6nj9DqesvgDL4RDG3Y/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/4U3aETscm4CSKge-93bdpkndJN2cS3P_CU_QvMR-17g/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/crCsZBXGqO9uik_18EUKyaJq8zzCHZ1fShwsza63pXU/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/K_XMbiQHBU7N64FTKBaU0b831Jx-igXFrR4yunSlwJc/117/346-3rd-ave-unit-18c-new-york-ny-building-photo.jpg']",
346 3rd Ave Unit 4f,844-668-0917,"346 3rd Ave, New York, NY 10010",,"$4,995",,,No Pets Allowed,,,,,"* Kitchen
* Microwave",,,,12 Months,* Laundry Facilities,,,,"['https://images1.apartments.com/i2/lCdzm_2OcSsxX_8QpBnpochdP58xrGMbjRR5VWPgiAA/111/346-3rd-ave-unit-4f-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/IBt4JuBdtM_Jd8awtowuh8bEN1xkwfY3qOSC5qyvSdE/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/hsmFrgrEgQv1AYPyuKBKM9XxGUiDZSB8aQperX-wdgg/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/26k51WAeK_F02bhoe5_CFo-JnWpfoS9YdBjv6eRS3vQ/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/gPcjKmnOsRVmTU61289ylIc2LV_T5yM8wqD05UpxvXc/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Egm2YCJ-tS91C88DZj3l-2sCA-OvvHZvDtIrxkOK8YU/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/B5JbxY0DqQEjFapgqTzGQzRbZHrl-E1OAVkBTaR8DOY/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/A_n4iaBl6c2KOQZM-OYnzklPTAjhpxMHWN3KnORdg0I/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/8Xs-vANiyZnkP2b8-uub7OXyIh-o61Fc1tG8vSrXeRA/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/5P3GPnfbl2ffQATi2VPUJzu86s-SaZn1OeKYkKVBiek/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/jVyy0qtIATmHUrD902CNkMeSrSsPCTssZzHDWmPZS-c/117/346-3rd-ave-unit-4f-new-york-ny-building-photo.jpg']",
212 Grand St Unit 2A2BR,929-379-4439,"212 Grand St, New York, NY 10013",,"$4,900",,,,,,,,"* Granite Countertops
* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,,12 Months,,,* Elevator,,"['https://images1.apartments.com/i2/VEFQQ69kjLG6dqZR92NJ8GvmPYuz7WWDumC_ILrrt5I/111/212-grand-st-unit-2a2br-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/5esIcd8S7QQukaI-Jk7oLbkG7CkdRe_sh04iK7PbCi0/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/W8ZL8ZPlWFkXPM1q8qxvG7FZj9zYndpterrsmqe0mhs/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/GuZdrKzVbnRcWUMZSWdpjsq5iqzA5B8MoE8huyodqUs/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/z4uiA05UKEzsrp1LS8r-G9DSW3h4rUH2P762a4_uXpA/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/FoecQXYm93JJAdAnizZAIOWOWAwxRAMpAEBgn9vJ498/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/PN-xeuD05XILrgvOnChwFaTAALxRXXT4np1of9bx3HU/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/esHXVd1q2-kJmSZ5Ou4JwZluMJ0_bqv5M1BPmPTIIow/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/HXv1MjzGA8upAt9aujEGPbPaw9GpixUZry1PRJHUFlQ/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/MXcN6umSf6i4XdFGKO7xZQfFYXIXkHinh3S-vs1VY3c/117/212-grand-st-unit-2a2br-new-york-ny-building-photo.jpg']",
269 W 85th St Unit PHA,929-379-4502,"269 W 85th St, New York, NY 10024",,"$3,220",,,,,,,,* Kitchen,,,,12 Months,* Laundry Facilities,,,* Rooftop Lounge,"['https://images1.apartments.com/i2/WUUb-2I3qECHsXedzBX2sEIZ1q0lRhmnrb-N_APt8I8/111/269-w-85th-st-unit-pha-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/p0u1z4veOkI040cESw_Ucmq1vKCBM4kyDaqX-K4SWk8/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Ta36pqJWbgZvOyt1JA305HgXgOoGMFjFXeZp2KlTUCM/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/2wXrYVqsjEtmvrRABcidMl1tcXbRaVYIgRLi99_GQ_Y/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/g451Nx4ewUFUg534CrQhLS6vczAZpb8zJAjWApEDKLk/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/pMYSzBag_sf8lVjrkAGGWgvjmF0VneyHWe_BAWJoA8U/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/es2hg4b4xNSHHZ5VSzw37WrEFlp8d5W0dur7d_bpm4Y/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/oHla2vDpG-HZ7YPEJNLylkDEPYwNFXOyxxdGPXSc314/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/pnjBFRdNixwz9sfXFZ2XkWmXupkkTojxCn7N5qPaJBg/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/gbn6WepZ0l-DjGywtHYdtkSFWHnx-wcVE_sC9QZMwbA/117/269-w-85th-st-unit-pha-new-york-ny-building-photo.jpg']",
529 Broome St Unit 33,844-668-0902,"529 Broome St, New York, NY 10013",,"$3,350",,,,,,,,"* Stainless Steel Appliances
* Kitchen",,,* Hardwood Floors,12 Months,,,,,"['https://images1.apartments.com/i2/ddVhH-BHfdOPiJZDEgL6QAVS7JavvodYH1eLtvexktM/111/529-broome-st-unit-33-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/wzF4LK6W8W8jGhCYelYPPDAEnVBw6gbDpdcQVz8zYvg/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/1-bSx4CASRzIhCsfZaxZHFB9767AFpskIvlYbnQW8RQ/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/0dFvP9h0x8r-dUYajuWL8CfG23dsZP8Rj8y0BNn1Dlo/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/DH-nE1mJT3gNijpcbFRcMxOuwEAWmq14MnOrgBmqVJQ/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/uHTLgpAsESwopyz0Oidq10U4L7LfvR2JtIyRrXBSi5I/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/fnVkBlvxM1PXI5TsC2u6lAD82h37K61Axz_XMVw7vNI/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/UkfAlE_WpLBV14JPg7hW3_7-zbnH0OpqhF7km6CdekM/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/XswBUQX5F7GeA32jccIM2HWwMoA70YGfvqyESzP0M5I/117/529-broome-st-unit-33-new-york-ny-building-photo.jpg']",
4 St Nicholas Terrace Unit 7-4BR,332-877-2721,"4 St Nicholas Terrace, New York, NY 10027",,"$4,295",,,,,,,,"* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/F_Xhy_VgM8bJEw7c8yFoTTr-Y_mCY3jY1csqIiryZnk/111/4-st-nicholas-terrace-unit-7-4br-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/ypjj9A_NIYrHGeNJJD1aujsEVrImtndzLUAoTsg2dRA/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/a71GctYr2P3-XZxBTB1pKQzuVBjzOKMi3jaxtaH3s6A/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/S-k7VJtG-h9eNPhl4FB7s14v5vigMRx6YvASBcnRF_8/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/1uB8fDZcOfys8vvgz55rUb4ltHPTzxI2tvHt258RS4Q/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/PjcsRhUiWlTb6ZiADLJxTV1JstHrERqEpkPaBUhQEnM/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/4fQECA0hYPyT4icpiXCZ0Xjv_ZFoCzfAx-6EA-tYr98/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/I7Tp8pU7dWjYoAoetKxzx1YdTIcNPHG8XHhW9b43UKk/117/4-st-nicholas-terrace-unit-7-4br-new-york-ny-building-photo.jpg']",
