Option Name,Address
[647 E 11th St Unit 2](https://www.apartments.com/647-e-11th-st-new-york-ny-unit-2/4xcrhxl/),"[647 E 11th St, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/647+E+11th+St,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[131 W 110th St Unit 4B](https://www.apartments.com/131-w-110th-st-new-york-ny-unit-4b/v4h5e3d/),"[131 W 110th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/131+W+110th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)"
[1470 St Nicholas Ave Unit 4A](https://www.apartments.com/1470-st-nicholas-ave-new-york-ny-unit-4a/wgzjtjl/),"[1470 St Nicholas Ave, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1470+St+Nicholas+Ave,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[404 E 74th St Unit 3D](https://www.apartments.com/404-e-74th-st-new-york-ny-unit-3d/hmysbh0/),"[404 E 74th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/404+E+74th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[212 E 90th St Unit 3d](https://www.apartments.com/212-e-90th-st-new-york-ny-unit-3d/rny2f42/),"[212 E 90th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/212+E+90th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[248 E 75th St Unit 4F](https://www.apartments.com/248-e-75th-st-new-york-ny-unit-4f/s35jzt5/),"[248 E 75th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/248+E+75th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[330 E 71st St Unit 4C](https://www.apartments.com/330-e-71st-st-new-york-ny-unit-4c/nmrxrqq/),"[330 E 71st St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/330+E+71st+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[6 East 86th St Unit 14](https://www.apartments.com/6-east-86th-st-new-york-ny-unit-14/388heeg/),"[6 East 86th St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/6+East+86th+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[48 E 66th St](https://www.apartments.com/48-e-66th-st-new-york-ny/hx11rt1/),"[48 E 66th St, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/48+E+66th+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)"
[25 Cumming St Unit 5L](https://www.apartments.com/25-cumming-st-new-york-ny-unit-5l/7zp8bvz/),"[25 Cumming St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/25+Cumming+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[1270 Amsterdam Ave Unit 1C](https://www.apartments.com/1270-amsterdam-ave-new-york-ny-unit-1c/8wz3732/),"[1270 Amsterdam Ave, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1270+Amsterdam+Ave,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[687 W 204th St Unit 27](https://www.apartments.com/687-w-204th-st-new-york-ny-unit-27/bk55wp8/),"[687 W 204th St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/687+W+204th+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[294 Pleasant Ave Unit 4](https://www.apartments.com/294-pleasant-ave-new-york-ny-unit-4/6n91fdt/),"[294 Pleasant Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/294+Pleasant+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[131 W 110th St Unit 2G](https://www.apartments.com/131-w-110th-st-new-york-ny-unit-2g/jm0bj54/),"[131 W 110th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/131+W+110th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)"
[628 W 113th St Unit 5R](https://www.apartments.com/628-w-113th-st-new-york-ny-unit-5r/6rwqb9r/),"[628 W 113th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/628+W+113th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[241 E 96th St Unit 3A](https://www.apartments.com/241-e-96th-st-new-york-ny-unit-3a/74w2syy/),"[241 E 96th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/241+E+96th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[217 E 6th St Unit 10](https://www.apartments.com/217-e-6th-st-new-york-ny-unit-10/fewn5wt/),"[217 E 6th St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/217+E+6th+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[168 E 33rd St Unit 7](https://www.apartments.com/168-e-33rd-st-new-york-ny-unit-7/v6blw8f/),"[168 E 33rd St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/168+E+33rd+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[142 W 34th St Unit 4](https://www.apartments.com/142-w-34th-st-new-york-ny-unit-4/80gwjm1/),"[142 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/142+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[179 E 92nd St Unit NOFEE](https://www.apartments.com/179-e-92nd-st-new-york-ny-unit-nofee/4ncdmhk/),"[179 E 92nd St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/179+E+92nd+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[410 W 54th St Unit 4](https://www.apartments.com/410-w-54th-st-new-york-ny-unit-4/vfhem3e/),"[410 W 54th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/410+W+54th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[410 W 49th St Unit 4](https://www.apartments.com/410-w-49th-st-new-york-ny-unit-4/7qnk7ey/),"[410 W 49th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/410+W+49th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[606 W 136th St Unit 3A](https://www.apartments.com/606-w-136th-st-new-york-ny-unit-3a/xkqwn4n/),"[606 W 136th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/606+W+136th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[222 Mott St Unit JA1](https://www.apartments.com/222-mott-st-new-york-ny-unit-ja1/y3vnsts/),"[222 Mott St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/222+Mott+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)"
[260 W 64th St Unit NOFEE](https://www.apartments.com/260-w-64th-st-new-york-ny-unit-nofee/j46jdb5/),"[260 W 64th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/260+W+64th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[217 E 50th St Unit 5](https://www.apartments.com/217-e-50th-st-new-york-ny-unit-5/kkgs8t9/),"[217 E 50th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/217+E+50th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[187 Riverside Blvd Unit 6](https://www.apartments.com/187-riverside-blvd-new-york-ny-unit-6/6kqxe9v/),"[187 Riverside Blvd, New York, NY 10069](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/187+Riverside+Blvd,+New+York,+NY+10069/data=!4m2!4m1!3e2)"
[558 W 188th St Unit 4](https://www.apartments.com/558-w-188th-st-new-york-ny-unit-4/g993rcz/),"[558 W 188th St, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/558+W+188th+St,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[305 W 99th St Unit 4](https://www.apartments.com/305-w-99th-st-new-york-ny-unit-4/3nm0p9d/),"[305 W 99th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/305+W+99th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[96 W 139th St Unit 9](https://www.apartments.com/96-w-139th-st-new-york-ny-unit-9/h85f0t3/),"[96 W 139th St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/96+W+139th+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)"
[229 W 100th St Unit 1](https://www.apartments.com/229-w-100th-st-new-york-ny-unit-1/4w71d3j/),"[229 W 100th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/229+W+100th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[385 Central Park West Unit 7](https://www.apartments.com/385-central-park-west-new-york-ny-unit-7/dkf61bk/),"[385 Central Park West, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/385+Central+Park+West,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[500 W 161st St Unit 10](https://www.apartments.com/500-w-161st-st-new-york-ny-unit-10/1r3ek97/),"[500 W 161st St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/500+W+161st+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[287 Pleasant Ave Unit 9](https://www.apartments.com/287-pleasant-ave-new-york-ny-unit-9/426p9ch/),"[287 Pleasant Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/287+Pleasant+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[204 Claremont Ave Unit 4](https://www.apartments.com/204-claremont-ave-new-york-ny-unit-4/m5fk40j/),"[204 Claremont Ave, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/204+Claremont+Ave,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[2743 Broadway Unit NOFEE](https://www.apartments.com/2743-broadway-new-york-ny-unit-nofee/dheq3hk/),"[2743 Broadway, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2743+Broadway,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[523 Isham St Unit 5](https://www.apartments.com/523-isham-st-new-york-ny-unit-5/7fcd77z/),"[523 Isham St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/523+Isham+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[74 E 1st St Unit NOFEE](https://www.apartments.com/74-e-1st-st-new-york-ny-unit-nofee/sv2glb4/),"[74 E 1st St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/74+E+1st+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[5 Arden St Unit 4](https://www.apartments.com/5-arden-st-new-york-ny-unit-4/zecm99z/),"[5 Arden St, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/5+Arden+St,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[320 Riverside Dr Unit NOFEE](https://www.apartments.com/320-riverside-dr-new-york-ny-unit-nofee/8qbj810/),"[320 Riverside Dr, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/320+Riverside+Dr,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[515 E 72nd St Unit D](https://www.apartments.com/515-e-72nd-st-new-york-ny-unit-d/3rd31md/),"[515 E 72nd St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/515+E+72nd+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[170 E 96th St Unit S](https://www.apartments.com/170-e-96th-st-new-york-ny-unit-s/b4ws3jc/),"[170 E 96th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/170+E+96th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[140 E 44th St Unit H](https://www.apartments.com/140-e-44th-st-new-york-ny-unit-h/w1vsb4j/),"[140 E 44th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/140+E+44th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)"
[1502 Lexington Ave Unit C](https://www.apartments.com/1502-lexington-ave-new-york-ny-unit-c/6hc529t/),"[1502 Lexington Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1502+Lexington+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[140 E 33rd St Unit j](https://www.apartments.com/140-e-33rd-st-new-york-ny-unit-j/bnpjb59/),"[140 E 33rd St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/140+E+33rd+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[1297 5th Ave Unit rt](https://www.apartments.com/1297-5th-ave-new-york-ny-unit-rt/cjjtwfe/),"[1297 5th Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1297+5th+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[1240 Park Ave Unit #7](https://www.apartments.com/1240-park-ave-new-york-ny-unit-7/eyxbegp/),"[1240 Park Ave, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1240+Park+Ave,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[29 King St Unit 3H](https://www.apartments.com/29-king-st-new-york-ny-unit-3h/f4ggecr/),"[29 King St, New York, NY 10014](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/29+King+St,+New+York,+NY+10014/data=!4m2!4m1!3e2)"
[351 E 84th St Unit 8C](https://www.apartments.com/351-e-84th-st-new-york-ny-unit-8c/2jt38pc/),"[351 E 84th St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/351+E+84th+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[505 W 29th St Unit 26092](https://www.apartments.com/505-w-29th-st-new-york-ny-unit-26092/vxyb3kg/),"[505 W 29th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/505+W+29th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[57 E 77th St Unit PHB](https://www.apartments.com/57-e-77th-st-new-york-ny-unit-phb/y8nqkqv/),"[57 E 77th St, New York, NY 10075](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/57+E+77th+St,+New+York,+NY+10075/data=!4m2!4m1!3e2)"
[313 W 22nd St Unit LD](https://www.apartments.com/313-w-22nd-st-new-york-ny-unit-ld/0nh8nl2/),"[313 W 22nd St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/313+W+22nd+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[530 W 30th St Unit 36991](https://www.apartments.com/530-w-30th-st-new-york-ny-unit-36991/nnwf81p/),"[530 W 30th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/530+W+30th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[245 W 25th St Unit 4JJ](https://www.apartments.com/245-w-25th-st-new-york-ny-unit-4jj/02jjgc2/),"[245 W 25th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/245+W+25th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[400 W 148th St Unit 61](https://www.apartments.com/400-w-148th-st-new-york-ny-unit-61/90f4ce4/),"[400 W 148th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/400+W+148th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[14 Pinehurst Ave Unit 4J](https://www.apartments.com/14-pinehurst-ave-new-york-ny-unit-4j/wnx3npk/),"[14 Pinehurst Ave, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/14+Pinehurst+Ave,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[160 W 97th St Unit 7G](https://www.apartments.com/160-w-97th-st-new-york-ny-unit-7g/lml8v2e/),"[160 W 97th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/160+W+97th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[230 W 113th St Unit 4C](https://www.apartments.com/230-w-113th-st-new-york-ny-unit-4c/y4j261s/),"[230 W 113th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/230+W+113th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)"
[328 W 47th St Unit 1B](https://www.apartments.com/328-w-47th-st-new-york-ny-unit-1b/exsvjtn/),"[328 W 47th St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/328+W+47th+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[57 W 58th St Unit PHE](https://www.apartments.com/57-w-58th-st-new-york-ny-unit-phe/kf5q9yb/),"[57 W 58th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/57+W+58th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[379 Pleasant Ave Unit FL2](https://www.apartments.com/379-pleasant-ave-new-york-ny-unit-fl2/1ex4xs4/),"[379 Pleasant Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/379+Pleasant+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[133 Fort George Ave Unit C](https://www.apartments.com/133-fort-george-ave-new-york-ny-unit-c/l0j9b7d/),"[133 Fort George Ave, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/133+Fort+George+Ave,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[503 W 37th St Unit 7H](https://www.apartments.com/503-w-37th-st-new-york-ny-unit-7h/eh8te2m/),"[503 W 37th St, New York, NY 10018](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/503+W+37th+St,+New+York,+NY+10018/data=!4m2!4m1!3e2)"
[52 W 53rd St Unit A3](https://www.apartments.com/52-w-53rd-st-new-york-ny-unit-a3/rwv8mx0/),"[52 W 53rd St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/52+W+53rd+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[272 W 47th St Unit 1BR](https://www.apartments.com/272-w-47th-st-new-york-ny-unit-1br/l5p427d/),"[272 W 47th St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/272+W+47th+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[53 W 34th St Unit A12](https://www.apartments.com/53-w-34th-st-new-york-ny-unit-a12/fntby0t/),"[53 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/53+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[56 W 34th St Unit A9](https://www.apartments.com/56-w-34th-st-new-york-ny-unit-a9/0pefws2/),"[56 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/56+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[53 W 34th St Unit C3](https://www.apartments.com/53-w-34th-st-new-york-ny-unit-c3/nqrwy2p/),"[53 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/53+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[236 W 48th St Unit 38H](https://www.apartments.com/236-w-48th-st-new-york-ny-unit-38h/ske2hy5/),"[236 W 48th St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/236+W+48th+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[236 W 48th St Unit 16C](https://www.apartments.com/236-w-48th-st-new-york-ny-unit-16c/lg19bke/),"[236 W 48th St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/236+W+48th+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[147 W 55th St Unit f](https://www.apartments.com/147-w-55th-st-new-york-ny-unit-f/5hfdzlp/),"[147 W 55th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/147+W+55th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[312 11th Ave Unit 27H](https://www.apartments.com/312-11th-ave-new-york-ny-unit-27h/qgsc8jy/),"[312 11th Ave, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/312+11th+Ave,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[312 11th Ave Unit 16K](https://www.apartments.com/312-11th-ave-new-york-ny-unit-16k/2qr40r8/),"[312 11th Ave, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/312+11th+Ave,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[312 11th Ave Unit 07N](https://www.apartments.com/312-11th-ave-new-york-ny-unit-07n/3vczdye/),"[312 11th Ave, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/312+11th+Ave,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[312 11th Ave Unit 15M](https://www.apartments.com/312-11th-ave-new-york-ny-unit-15m/p4ph3zs/),"[312 11th Ave, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/312+11th+Ave,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[349 Amsterdam Ave Unit 2R](https://www.apartments.com/349-amsterdam-ave-new-york-ny-unit-2r/fyt8xqv/),"[349 Amsterdam Ave, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/349+Amsterdam+Ave,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[14 W 82nd St Unit 1B](https://www.apartments.com/14-w-82nd-st-new-york-ny-unit-1b/y3ze3sv/),"[14 W 82nd St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/14+W+82nd+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[603 W 187th St Unit 1](https://www.apartments.com/603-w-187th-st-new-york-ny-unit-1/kpdf918/),"[603 W 187th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/603+W+187th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[328 E 14th St Unit 5](https://www.apartments.com/328-e-14th-st-new-york-ny-unit-5/9w7ffc7/),"[328 E 14th St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/328+E+14th+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[303 10th Ave Unit 2B](https://www.apartments.com/303-10th-ave-new-york-ny-unit-2b/52rhh3q/),"[303 10th Ave, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/303+10th+Ave,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[140 E 46th St Unit 6D](https://www.apartments.com/140-e-46th-st-new-york-ny-unit-6d/7hsm31x/),"[140 E 46th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/140+E+46th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)"
[854 10th Ave Unit 1](https://www.apartments.com/854-10th-ave-new-york-ny-unit-1/62jdnzs/),"[854 10th Ave, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/854+10th+Ave,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[460 W 19th St Unit 4H](https://www.apartments.com/460-w-19th-st-new-york-ny-unit-4h/v37kjkf/),"[460 W 19th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/460+W+19th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[150 E 31st St Unit 12E](https://www.apartments.com/150-e-31st-st-new-york-ny-unit-12e/gz8ztty/),"[150 E 31st St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/150+E+31st+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[71 W 12th St Unit 3H](https://www.apartments.com/71-w-12th-st-new-york-ny-unit-3h/s210ek6/),"[71 W 12th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/71+W+12th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[370 West 33rd Street Unit 8D](https://www.apartments.com/370-west-33rd-street-new-york-ny-unit-8d/0sstns1/),"[370 West 33rd Street, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/370+West+33rd+Street,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[303 E 47th St Unit 14G](https://www.apartments.com/303-e-47th-st-new-york-ny-unit-14g/wbgrzpk/),"[303 E 47th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/303+E+47th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)"
[230 W 48th St Unit 8E](https://www.apartments.com/230-w-48th-st-new-york-ny-unit-8e/2sq99d8/),"[230 W 48th St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/230+W+48th+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[635 W 42nd St Unit #39M](https://www.apartments.com/635-w-42nd-st-new-york-ny-unit-39m/cf95pcd/),"[635 W 42nd St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/635+W+42nd+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[80 W 120th St Unit 2](https://www.apartments.com/80-w-120th-st-new-york-ny-unit-2/4whjlvh/),"[80 W 120th St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/80+W+120th+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[640 E 14th St Unit 7](https://www.apartments.com/640-e-14th-st-new-york-ny-unit-7/n20hykq/),"[640 E 14th St, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/640+E+14th+St,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[97 Washington St Unit 25H](https://www.apartments.com/97-washington-st-new-york-ny-unit-25h/fgc9f3r/),"[97 Washington St, New York, NY 10006](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/97+Washington+St,+New+York,+NY+10006/data=!4m2!4m1!3e2)"
[38 Gold St Unit 50A](https://www.apartments.com/38-gold-st-new-york-ny-unit-50a/4k280fj/),"[38 Gold St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/38+Gold+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[15 River Terrace Unit 1728](https://www.apartments.com/15-river-terrace-new-york-ny-unit-1728/ez24vfm/),"[15 River Terrace, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/15+River+Terrace,+New+York,+NY+10282/data=!4m2!4m1!3e2)"
